,dates,Date,HourlyPrecip,AltimeterFlag,RelativeHumidityFlag,WetBulbCelsius,SeaLevelPressureFlag,Altimeter,ValueForWindCharacterFlag,HourlyPrecipFlag,SkyConditionFlag,DewPointFarenheitFlag,DewPointFarenheit,DewPointCelsiusFlag,RecordType,dates.1,DryBulbCelsiusFlag,WetBulbFarenheitFlag,SkyCondition,WindDirectionFlag,PressureChangeFlag,RelativeHumidity,SeaLevelPressure,RecordTypeFlag,DewPointCelsius,Time,PressureTendencyFlag,StationPressure,WeatherType,WBAN,WindDirection,WeatherTypeFlag,sethour,VisibilityFlag,WindSpeed,DryBulbFarenheit,ValueForWindCharacter,DryBulbFarenheitFlag,Visibility,DryBulbCelsius,PressureTendency,StationType,StationPressureFlag,WindSpeedFlag,WetBulbFarenheit,PressureChange,WetBulbCelsiusFlag
32,2015-08-29 13:00:00,20150829, , , ,19.6, ,30.0, , , , ,66, ,SP,2015-08-29 13:00:00, , ,SCT012 BKN025 OVC045, , ,87,M, ,19.0,13, ,29.28, ,94846,280, ,13, ,5,70, , ,9.0,21.0, ,11, , ,67, , 
33,2015-08-29 13:00:00,20150829, , , ,19.4, ,30.0, , , , ,66, ,AA,2015-08-29 13:00:00, , ,SCT012 BKN025 OVC045, , ,90,29.99, ,18.9,13, ,29.28, ,94846,290, ,13, ,5,69, , ,9.0,20.6, ,11, , ,67, , 
34,2015-08-30 13:00:00,20150830, , , ,19.1, ,30.06, , , , ,62, ,SP,2015-08-30 13:00:00, , ,BKN029, , ,66,M, ,16.7,13, ,29.34, ,94846,290, ,13, ,7,74, , ,10.0,23.3, ,11, , ,66, , 
35,2015-08-30 13:00:00,20150830, , , ,19.1, ,30.05, , , , ,62, ,SP,2015-08-30 13:00:00, , ,BKN030, , ,66,M, ,16.7,13, ,29.33, ,94846,240, ,13, ,5,74, , ,10.0,23.3, ,11, , ,66, , 
36,2015-08-30 13:00:00,20150830, , , ,18.8, ,30.05, , , , ,61, ,AA,2015-08-30 13:00:00, , ,BKN030, , ,64,30.04, ,16.1,13, ,29.33, ,94846,000, ,13, ,0,74, , ,10.0,23.3, ,11, , ,66, , 
37,2015-08-31 13:00:00,20150831, , , ,22.5, ,30.03, , , , ,67, ,AA,2015-08-31 13:00:00, , ,SCT040, , ,57,30.02, ,19.4,13, ,29.31, ,94846,VR , ,13, ,5,84, , ,10.0,28.9, ,11, , ,73, , 
0,2015-08-01 14:00:00,20150801, , , ,19.9, ,29.92, , , , ,58, ,AA,2015-08-01 14:00:00, , ,BKN070 BKN250, , ,40,29.91, ,14.4,14, ,29.2, ,94846,270, ,14, ,16,85,24, ,10.0,29.4, ,11, , ,68, , 
1,2015-08-02 14:00:00,20150802, , , ,23.8, ,29.74, , , , ,73, ,SP,2015-08-02 14:00:00, , ,FEW050CB SCT070, , ,82,M, ,22.8,14, ,29.02, ,94846,200, ,14, ,10,79, , ,10.0,26.1, ,11, , ,75, , 
2,2015-08-02 14:00:00,20150802, , , ,24.6, ,29.71, , , , ,72, ,AA,2015-08-02 14:00:00, , ,FEW035 FEW055 SCT200, , ,61,29.70, ,22.2,14, ,28.99, ,94846,210, ,14, ,18,87,25, ,10.0,30.6, ,11, , ,76, , 
3,2015-08-03 14:00:00,20150803, , , ,16.5, ,29.85, , , , ,47, ,AA,2015-08-03 14:00:00, , ,FEW075, , ,29,29.84, ,8.3,14, ,29.13, ,94846,290, ,14, ,15,82, , ,10.0,27.8, ,11, , ,62, , 
4,2015-08-04 14:00:00,20150804, , , ,17.6, ,29.96, , , , ,53, ,AA,2015-08-04 14:00:00, , ,SCT060 BKN250, , ,39,29.95, ,11.7,14, ,29.24, ,94846,310, ,14, ,15,80,21, ,10.0,26.7, ,11, , ,64, , 
5,2015-08-05 14:00:00,20150805, , , ,17.9, ,30.02, , , , ,54, ,AA,2015-08-05 14:00:00, , ,FEW065 FEW200 BKN250, , ,41,30.01, ,12.2,14, ,29.3, ,94846,80, ,14, ,10,80, , ,10.0,26.7, ,11, , ,64, , 
6,2015-08-06 14:00:00,20150806, , , ,19.0, ,29.93, , , , ,58, ,AA,2015-08-06 14:00:00, , ,SCT047 SCT250, , ,47,29.92, ,14.4,14, ,29.21, ,94846,60, ,14, ,13,80, , ,10.0,26.7, ,11, , ,66, , 
7,2015-08-07 14:00:00,20150807, , , ,19.4, ,29.86, , , , ,58, ,AA,2015-08-07 14:00:00, , ,SCT085 BKN140 BKN250, , ,44,29.85, ,14.4,14, ,29.14, ,94846,180, ,14, ,15,82,22, ,10.0,27.8, ,11, , ,67, , 
8,2015-08-08 14:00:00,20150808, , , ,20.5, ,29.94, , , , ,64, ,AA,2015-08-08 14:00:00, , ,FEW032 BKN170 OVC250, , ,62,29.93, ,17.8,14, ,29.22, ,94846,330, ,14, ,9,78, , ,10.0,25.6, ,11, , ,69, , 
9,2015-08-09 14:00:00,20150809,  T, , ,20.8, ,29.94, , , , ,65, ,AA,2015-08-09 14:00:00, , ,SCT035 OVC047, , ,64,29.92, ,18.3,14, ,29.22,-RA,94846,230, ,14, ,5,78, , ,10.0,25.6, ,11, , ,70, , 
10,2015-08-10 14:00:00,20150810, , , ,21.3, ,29.85, , , , ,67, ,SP,2015-08-10 14:00:00, , ,SCT029 BKN041 OVC120, , ,71,M, ,19.4,14, ,29.13, ,94846,30, ,14, ,22,77,26, ,10.0,25.0, ,11, , ,70, , 
11,2015-08-10 14:00:00,20150810,0.01, , ,20.2, ,29.86, , , , ,67, ,AA,2015-08-10 14:00:00, , ,FEW042 SCT055 BKN110, , ,87,29.85, ,19.4,14, ,29.14, ,94846,360, ,14, ,7,71, , ,10.0,21.7, ,11, , ,68, , 
12,2015-08-11 14:00:00,20150811, , , ,18.7, ,30.07, , , , ,58, ,AA,2015-08-11 14:00:00, , ,FEW040 SCT090, , ,50,30.06, ,14.4,14, ,29.35, ,94846,60, ,14, ,15,78, , ,10.0,25.6, ,11, , ,66, , 
13,2015-08-12 14:00:00,20150812, , , ,19.2, ,30.13, , , , ,60, ,AA,2015-08-12 14:00:00, , ,SCT040, , ,54,30.12, ,15.6,14, ,29.41, ,94846,80, ,14, ,6,78, , ,10.0,25.6, ,11, , ,67, , 
14,2015-08-13 14:00:00,20150813, , , ,20.6, ,30.06, , , , ,61, ,AA,2015-08-13 14:00:00, , ,SCT150 BKN300, , ,46,30.04, ,16.1,14, ,29.34, ,94846,240, ,14, ,16,84,21, ,10.0,28.9, ,11, , ,69, , 
15,2015-08-14 14:00:00,20150814, , , ,23.6, ,30.07, , , , ,68, ,AA,2015-08-14 14:00:00, , ,SCT170 BKN250, , ,50,30.05, ,20.0,14, ,29.35, ,94846,260, ,14, ,9,89, , ,10.0,31.7, ,11, , ,75, , 
16,2015-08-15 14:00:00,20150815, , , ,24.9, ,30.05, , , , ,71, ,SP,2015-08-15 14:00:00,s, ,SCT040CB SCT085 BKN250, , ,52,M, ,21.7,14, ,29.33,TS,94846,90, ,14, ,11,91, , ,10.0,32.8, ,11, , ,77, , 
17,2015-08-15 14:00:00,20150815,  T, , ,23.3, ,30.05, , , , ,70, ,AA,2015-08-15 14:00:00, , ,SCT040CB BKN060, , ,65,30.04, ,21.1,14, ,29.33, ,94846,130, ,14, ,11,83, , ,10.0,28.3, ,11, , ,74, , 
18,2015-08-16 14:00:00,20150816, , , ,23.1, ,30.04, , , , ,67, ,AA,2015-08-16 14:00:00, , ,FEW048 SCT250, , ,50,30.03, ,19.4,14, ,29.32, ,94846,240, ,14, ,10,88,20, ,10.0,31.1, ,11, , ,74, , 
19,2015-08-17 14:00:00,20150817, , , ,23.2, ,29.95, , , , ,70, ,SP,2015-08-17 14:00:00, , ,SCT050CB BKN100 BKN250, , ,67,M, ,21.0,14, ,29.23,-RA,94846,200, ,14, ,22,82,30, ,4.0,28.0, ,11, , ,74, , 
20,2015-08-17 14:00:00,20150817,0.08, , ,22.5, ,29.96, ,s, , ,69, ,AA,2015-08-17 14:00:00, , ,SCT050CB BKN100 BKN250, , ,69,29.94, ,20.6,14, ,29.24,+RA,94846,250, ,14, ,17,80,30, ,2.0,26.7, ,11, , ,73, , 
21,2015-08-17 14:00:00,20150817, , , ,22.0, ,29.96, , , , ,69, ,SP,2015-08-17 14:00:00, , ,SCT030 SCT038 SCT065, , ,76,M, ,20.6,14, ,29.24,+RA,94846,260, ,14, ,14,77,30, ,5.0,25.0, ,11, , ,72, , 
22,2015-08-17 14:00:00,20150817, , , ,22.3, ,29.97, , , , ,70, ,SP,2015-08-17 14:00:00, , ,BKN034CB BKN065 OVC100, , ,79,M, ,21.1,14, ,29.25,-TSRA,94846,260, ,14, ,15,77,30, ,5.0,25.0, ,11, , ,72, , 
23,2015-08-17 14:00:00,20150817, , , ,22.3, ,29.97, , , , ,70, ,SP,2015-08-17 14:00:00, , ,BKN034CB BKN065 OVC100, , ,79,M, ,21.1,14, ,29.25,-TSRA,94846,250, ,14, ,15,77, , ,5.0,25.0, ,11, , ,72, , 
24,2015-08-18 14:00:00,20150818, , , ,22.0, ,29.76, , , , ,66, ,AA,2015-08-18 14:00:00, , ,FEW032 SCT046 SCT060, , ,57,29.75, ,18.9,14, ,29.04, ,94846,190, ,14, ,9,83, , ,10.0,28.3, ,11, , ,72, , 
25,2015-08-19 14:00:00,20150819, , , ,17.0, ,29.7, , , , ,55, ,AA,2015-08-19 14:00:00, , ,SCT044 SCT120 BKN240, , ,52,29.69, ,12.8,14, ,28.98, ,94846,220, ,14, ,17,74,26, ,10.0,23.3, ,11, , ,63, , 
26,2015-08-20 14:00:00,20150820, , , ,15.2, ,29.89, , , , ,49, ,AA,2015-08-20 14:00:00, , ,BKN055, , ,43,29.88, ,9.4,14, ,29.17, ,94846,280, ,14, ,18,73,31, ,10.0,22.8, ,11, , ,59, , 
27,2015-08-21 14:00:00,20150821, , , ,18.7, ,30.05, , , , ,57, ,AA,2015-08-21 14:00:00, , ,SCT060 BKN075 BKN095, , ,45,30.04, ,13.9,14, ,29.33, ,94846,220, ,14, ,10,80, , ,10.0,26.7, ,11, , ,66, , 
28,2015-08-22 14:00:00,20150822, , , ,17.7, ,30.03, , , , ,54, ,AA,2015-08-22 14:00:00, , ,FEW060 BKN250, , ,42,30.02, ,12.2,14, ,29.31, ,94846,160, ,14, ,20,79,24, ,10.0,26.1, ,11, , ,64, , 
29,2015-08-23 14:00:00,20150823, , , ,17.1, ,29.87, , , , ,54, ,AA,2015-08-23 14:00:00, , ,SCT045, , ,47,29.86, ,12.2,14, ,29.15, ,94846,280, ,14, ,16,76,25, ,10.0,24.4, ,11, , ,63, , 
30,2015-08-24 14:00:00,20150824, , , ,14.5, ,29.9, , , , ,47, ,AA,2015-08-24 14:00:00, , ,BKN070, , ,41,29.89, ,8.3,14, ,29.18, ,94846,280, ,14, ,20,72,32, ,10.0,22.2, ,11, , ,58, , 
31,2015-08-25 14:00:00,20150825, , , ,15.6, ,30.01, , , , ,53, ,AA,2015-08-25 14:00:00, , ,BKN039, , ,55,30.00, ,11.7,14, ,29.29, ,94846,330, ,14, ,9,70, , ,10.0,21.1, ,11, , ,60, , 
32,2015-08-26 14:00:00,20150826, , , ,14.5, ,30.16, , , , ,52, ,AA,2015-08-26 14:00:00, , ,OVC031, , ,61,30.15, ,11.1,14, ,29.44, ,94846,340, ,14, ,6,66, , ,10.0,18.9, ,11, , ,58, , 
33,2015-08-27 14:00:00,20150827, , , ,16.2, ,30.13, , , , ,52, ,AA,2015-08-27 14:00:00, , ,SCT047, , ,46,30.12, ,11.1,14, ,29.41, ,94846,100, ,14, ,3,74, , ,10.0,23.3, ,11, , ,61, , 
34,2015-08-28 14:00:00,20150828, , , ,17.8, ,30.08, , , , ,59, ,AA,2015-08-28 14:00:00, , ,BKN150 OVC250, , ,64,30.08, ,15.0,14, ,29.36, ,94846,200, ,14, ,5,72, , ,10.0,22.2, ,11, , ,64, , 
35,2015-08-29 14:00:00,20150829, , , ,19.6, ,30.0, , , , ,66, ,SP,2015-08-29 14:00:00, , ,FEW012 SCT025 OVC035, , ,87,M, ,18.9,14, ,29.28, ,94846,280, ,14, ,6,70, , ,9.0,21.1, ,11, , ,67, , 
36,2015-08-29 14:00:00,20150829, , , ,19.6, ,30.01, , , , ,66, ,SP,2015-08-29 14:00:00, , ,FEW012 BKN025 OVC035, , ,87,M, ,19.0,14, ,29.29, ,94846,320, ,14, ,7,70, , ,9.0,21.0, ,11, , ,67, , 
37,2015-08-29 14:00:00,20150829, , , ,19.6, ,30.01, , , , ,66, ,AA,2015-08-29 14:00:00, , ,FEW012 BKN024 OVC035, , ,87,30.00, ,18.9,14, ,29.29, ,94846,320, ,14, ,6,70, , ,9.0,21.1, ,11, , ,67, , 
38,2015-08-30 14:00:00,20150830, , , ,20.0, ,30.03, , , , ,63, ,AA,2015-08-30 14:00:00, , ,BKN032, , ,62,30.02, ,17.2,14, ,29.31, ,94846,270, ,14, ,7,77, , ,10.0,25.0, ,11, , ,68, , 
39,2015-08-31 14:00:00,20150831, , , ,22.7, ,30.01, , , , ,67, ,AA,2015-08-31 14:00:00, , ,SCT042, , ,55,30.00, ,19.4,14, ,29.29, ,94846,240, ,14, ,6,85, , ,10.0,29.4, ,11, , ,73, , 
0,2015-08-01 15:00:00,20150801, , , ,20.2, ,29.91, , , , ,59, ,AA,2015-08-01 15:00:00, , ,SCT065 BKN250, , ,41,29.89, ,15.0,15, ,29.19, ,94846,250, ,15, ,14,85,24, ,10.0,29.4, ,11, , ,68, , 
1,2015-08-02 15:00:00,20150802, , , ,23.9, ,29.68, , , , ,69, ,AA,2015-08-02 15:00:00, , ,FEW045 FEW250, , ,52,29.66, ,20.6,15, ,28.96, ,94846,240, ,15, ,23,89,34, ,10.0,31.7, ,11, , ,75, , 
2,2015-08-03 15:00:00,20150803, , , ,16.6, ,29.85, , , , ,48, ,AA,2015-08-03 15:00:00, , ,FEW075, , ,32,29.84, ,8.9,15, ,29.13, ,94846,300, ,15, ,13,81,23, ,10.0,27.2, ,11, , ,62, , 
3,2015-08-04 15:00:00,20150804, , , ,17.6, ,29.96, , , , ,53, ,AA,2015-08-04 15:00:00, , ,FEW060 BKN250, , ,39,29.94, ,11.7,15, ,29.24, ,94846,330, ,15, ,10,80, , ,10.0,26.7, ,11, , ,64, , 
4,2015-08-05 15:00:00,20150805, , , ,17.7, ,30.02, , , , ,54, ,AA,2015-08-05 15:00:00, , ,FEW065 SCT200 OVC250, , ,42,30.01, ,12.2,15, ,29.3, ,94846,90, ,15, ,10,79, , ,10.0,26.1, ,11, , ,64, , 
5,2015-08-06 15:00:00,20150806, , , ,19.0, ,29.93, , , , ,58, ,AA,2015-08-06 15:00:00, , ,FEW050 SCT250, , ,47,29.91, ,14.4,15, ,29.21, ,94846,70, ,15, ,9,80, , ,10.0,26.7, ,11, , ,66, , 
6,2015-08-07 15:00:00,20150807, , , ,18.7, ,29.86, , , , ,57, ,AA,2015-08-07 15:00:00, , ,BKN065 BKN090 BKN200, , ,45,29.85, ,13.9,15, ,29.14, ,94846,190, ,15, ,15,80, , ,10.0,26.7, ,11, , ,66, , 
7,2015-08-08 15:00:00,20150808, , , ,20.6, ,29.94, , , , ,65, ,AA,2015-08-08 15:00:00, , ,FEW035 BKN170 OVC250, , ,67,29.93, ,18.3,15, ,29.22, ,94846,340, ,15, ,9,77, , ,10.0,25.0, ,11, , ,69, , 
8,2015-08-09 15:00:00,20150809,  T, , ,20.9, ,29.94, , , , ,67, ,AA,2015-08-09 15:00:00, , ,FEW029 SCT035 OVC047, , ,76,29.93, ,19.4,15, ,29.22,-RA,94846,180, ,15, ,13,75, , ,10.0,23.9, ,11, , ,70, , 
9,2015-08-10 15:00:00,20150810,0.01, , ,20.9, ,29.84, , , , ,67, ,AA,2015-08-10 15:00:00, , ,SCT045 SCT080 BKN095, , ,76,29.83, ,19.4,15, ,29.12, ,94846,340, ,15, ,9,75, , ,8.0,23.9, ,11, , ,70, , 
10,2015-08-11 15:00:00,20150811, , , ,17.9, ,30.07, , , , ,56, ,AA,2015-08-11 15:00:00, , ,FEW040 FEW090, , ,48,30.06, ,13.3,15, ,29.35, ,94846,60, ,15, ,11,77, , ,10.0,25.0, ,11, , ,64, , 
11,2015-08-12 15:00:00,20150812, , , ,19.4, ,30.12, , , , ,60, ,AA,2015-08-12 15:00:00, , ,FEW045, , ,52,30.11, ,15.6,15, ,29.39, ,94846,70, ,15, ,6,79, , ,10.0,26.1, ,11, , ,67, , 
12,2015-08-13 15:00:00,20150813, , , ,19.7, ,30.05, , , , ,59, ,AA,2015-08-13 15:00:00, , ,SCT150 BKN300, , ,46,30.03, ,15.0,15, ,29.33, ,94846,240, ,15, ,14,82,22, ,10.0,27.8, ,11, , ,68, , 
13,2015-08-14 15:00:00,20150814, , , ,23.6, ,30.07, , , , ,69, ,AA,2015-08-14 15:00:00, , ,FEW170 BKN250, , ,55,30.05, ,20.6,15, ,29.35, ,94846,240, ,15, ,16,87, , ,10.0,30.6, ,11, , ,75, , 
14,2015-08-15 15:00:00,20150815,0.14, , ,23.4, ,30.07, , ,s, ,73, ,AA,2015-08-15 15:00:00, , ,FEW026 SCT040CB, , ,88,30.06, ,22.8,15, ,29.35, ,94846,280, ,15, ,6,77, , ,10.0,25.0, ,11, , ,74, , 
15,2015-08-16 15:00:00,20150816, , , ,22.0, ,30.03, , , , ,64, ,AA,2015-08-16 15:00:00, , ,FEW050 FEW250, , ,46,30.01, ,17.8,15, ,29.31, ,94846,210, ,15, ,13,87,23, ,10.0,30.6, ,11, , ,72, , 
16,2015-08-17 15:00:00,20150817, , , ,21.0, ,29.97, , , , ,66, ,SP,2015-08-17 15:00:00, , ,FEW050 SCT075 BKN120, , ,69,M, ,19.0,15, ,29.25, ,94846,60, ,15, ,3,77, , ,10.0,25.0, ,11, , ,70, , 
17,2015-08-17 15:00:00,20150817,  T, , ,21.0, ,29.97, , , , ,66, ,AA,2015-08-17 15:00:00, , ,FEW050 SCT075 BKN120, , ,69,29.95, ,18.9,15, ,29.25, ,94846,80, ,15, ,3,77, , ,10.0,25.0, ,11, , ,70, , 
18,2015-08-18 15:00:00,20150818, , , ,22.3, ,29.73, , , , ,68, ,AA,2015-08-18 15:00:00, , ,SCT055 BKN250, , ,65,29.71, ,20.0,15, ,29.01, ,94846,170, ,15, ,11,81, , ,10.0,27.2, ,11, , ,72, , 
19,2015-08-19 15:00:00,20150819, , , ,16.6, ,29.7, , , , ,55, ,AA,2015-08-19 15:00:00, , ,SCT043 BKN120 BKN220, , ,55,29.69, ,12.8,15, ,28.98, ,94846,230, ,15, ,11,72, , ,10.0,22.2, ,11, , ,62, , 
20,2015-08-20 15:00:00,20150820, , , ,14.9, ,29.91, , , , ,48, ,AA,2015-08-20 15:00:00, , ,BKN060, , ,41,29.90, ,8.9,15, ,29.19, ,94846,270, ,15, ,21,73,30, ,10.0,22.8, ,11, , ,59, , 
21,2015-08-21 15:00:00,20150821, , , ,19.1, ,30.05, , , , ,57, ,AA,2015-08-21 15:00:00, , ,FEW060 SCT080 BKN100, , ,43,30.03, ,13.9,15, ,29.33, ,94846,210, ,15, ,10,82, , ,10.0,27.8, ,11, , ,66, , 
22,2015-08-22 15:00:00,20150822, , , ,18.2, ,30.01, , , , ,55, ,AA,2015-08-22 15:00:00, , ,FEW060 BKN250, , ,42,30.00, ,12.8,15, ,29.29, ,94846,170, ,15, ,14,80,21, ,10.0,26.7, ,11, , ,65, , 
23,2015-08-23 15:00:00,20150823, , , ,16.7, ,29.87, , , , ,54, ,AA,2015-08-23 15:00:00, , ,SCT045, , ,50,29.86, ,12.2,15, ,29.15, ,94846,280, ,15, ,17,74,24, ,10.0,23.3, ,11, , ,62, , 
24,2015-08-24 15:00:00,20150824, , , ,14.0, ,29.91, , , , ,47, ,AA,2015-08-24 15:00:00, , ,OVC070, , ,44,29.90, ,8.3,15, ,29.19, ,94846,280, ,15, ,20,70,29, ,10.0,21.1, ,11, , ,57, , 
25,2015-08-25 15:00:00,20150825, , , ,15.4, ,30.01, , , , ,53, ,AA,2015-08-25 15:00:00, , ,OVC045, , ,57,30.01, ,11.7,15, ,29.29, ,94846,310, ,15, ,7,69, , ,10.0,20.6, ,11, , ,60, , 
26,2015-08-26 15:00:00,20150826, , , ,14.5, ,30.15, , , , ,53, ,AA,2015-08-26 15:00:00, , ,OVC034, , ,65,30.15, ,11.7,15, ,29.42, ,94846,310, ,15, ,7,65, , ,10.0,18.3, ,11, , ,58, , 
27,2015-08-27 15:00:00,20150827, , , ,16.5, ,30.13, , , , ,54, ,AA,2015-08-27 15:00:00, , ,FEW045 SCT250, , ,52,30.12, ,12.2,15, ,29.41, ,94846,100, ,15, ,14,73, , ,10.0,22.8, ,11, , ,62, , 
28,2015-08-28 15:00:00,20150828, , , ,18.1, ,30.07, , , , ,60, ,AA,2015-08-28 15:00:00, , ,BKN150 OVC250, , ,66,30.06, ,15.6,15, ,29.35, ,94846,130, ,15, ,6,72, , ,10.0,22.2, ,11, , ,65, , 
29,2015-08-29 15:00:00,20150829,0.02, , ,19.4, ,30.0, , , , ,66, ,AA,2015-08-29 15:00:00, , ,FEW015 BKN022 OVC035, , ,90,29.99, ,18.9,15, ,29.28,-RA,94846,350, ,15, ,3,69, , ,8.0,20.6, ,11, , ,67, , 
30,2015-08-30 15:00:00,20150830, , , ,19.8, ,30.02, , , , ,63, ,AA,2015-08-30 15:00:00, , ,FEW032, , ,64,30.01, ,17.2,15, ,29.3, ,94846,240, ,15, ,5,76, , ,10.0,24.4, ,11, , ,68, , 
31,2015-08-31 15:00:00,20150831, , , ,22.3, ,30.01, , , , ,66, ,AA,2015-08-31 15:00:00, , ,FEW040, , ,53,29.99, ,18.9,15, ,29.29, ,94846,240, ,15, ,7,85, , ,10.0,29.4, ,11, , ,72, , 
0,2015-08-01 16:00:00,20150801, , , ,20.3, ,29.9, , , , ,60, ,AA,2015-08-01 16:00:00, , ,SCT060 BKN250, , ,44,29.88, ,15.6,16, ,29.18, ,94846,270, ,16, ,18,84,24, ,10.0,28.9, ,11, , ,69, , 
1,2015-08-02 16:00:00,20150802, , , ,23.9, ,29.65, , , , ,69, ,AA,2015-08-02 16:00:00, , ,FEW045 FEW250, , ,52,29.63, ,20.6,16, ,28.93, ,94846,230, ,16, ,16,89,32, ,10.0,31.7, ,11, , ,75, , 
2,2015-08-03 16:00:00,20150803, , , ,16.4, ,29.85, , , , ,49, ,AA,2015-08-03 16:00:00, , ,FEW070, , ,35,29.83, ,9.4,16, ,29.13, ,94846,270, ,16, ,14,79, , ,10.0,26.1, ,11, , ,62, , 
3,2015-08-04 16:00:00,20150804, , , ,17.1, ,29.94, , , , ,51, ,AA,2015-08-04 16:00:00, , ,FEW065 BKN250, , ,37,29.93, ,10.6,16, ,29.22, ,94846,310, ,16, ,8,80, , ,10.0,26.7, ,11, , ,63, , 
4,2015-08-05 16:00:00,20150805, , , ,17.3, ,30.01, , , , ,53, ,AA,2015-08-05 16:00:00, , ,FEW065 SCT200 OVC250, , ,42,30.00, ,11.7,16, ,29.29, ,94846,080, ,16, ,11,78, , ,10.0,25.6, ,11, , ,63, , 
5,2015-08-06 16:00:00,20150806, , , ,18.5, ,29.92, , , , ,56, ,AA,2015-08-06 16:00:00, , ,FEW050 SCT250, , ,44,29.90, ,13.3,16, ,29.2, ,94846,070, ,16, ,9,80, , ,10.0,26.7, ,11, , ,65, , 
6,2015-08-07 16:00:00,20150807, , , ,18.7, ,29.86, , , , ,57, ,AA,2015-08-07 16:00:00, , ,BKN055 BKN075 BKN200, , ,45,29.84, ,13.9,16, ,29.14, ,94846,220, ,16, ,10,80, , ,10.0,26.7, ,11, , ,66, , 
7,2015-08-08 16:00:00,20150808, , , ,19.9, ,29.95, , , , ,64, ,AA,2015-08-08 16:00:00, , ,FEW035 OVC150, , ,69,29.93, ,17.8,16, ,29.23, ,94846,360, ,16, ,7,75, , ,10.0,23.9, ,11, , ,68, , 
8,2015-08-09 16:00:00,20150809,  T, , ,20.6, ,29.93, , , , ,65, ,AA,2015-08-09 16:00:00, , ,FEW030 SCT045 BKN060, , ,67,29.91, ,18.3,16, ,29.21, ,94846,180, ,16, ,10,77, , ,10.0,25.0, ,11, , ,69, , 
9,2015-08-10 16:00:00,20150810,  T, , ,21.1, ,29.86, , , , ,68, ,AA,2015-08-10 16:00:00, , ,FEW050 SCT120 BKN140, , ,82,29.84, ,20.0,16, ,29.14, ,94846,330, ,16, ,9,74, , ,10.0,23.3, ,11, , ,70, , 
10,2015-08-11 16:00:00,20150811, , , ,17.4, ,30.08, , , , ,55, ,AA,2015-08-11 16:00:00, , ,FEW040 FEW090, , ,48,30.07, ,12.8,16, ,29.36, ,94846,040, ,16, ,10,76, , ,10.0,24.4, ,11, , ,63, , 
11,2015-08-12 16:00:00,20150812, , , ,18.5, ,30.11, , , , ,56, ,AA,2015-08-12 16:00:00, , ,FEW046, , ,44,30.10, ,13.3,16, ,29.39, ,94846,VR , ,16, ,7,80, , ,10.0,26.7, ,11, , ,65, , 
12,2015-08-13 16:00:00,20150813, , , ,20.1, ,30.05, , , , ,61, ,AA,2015-08-13 16:00:00, , ,SCT160 OVC250, , ,51,30.03, ,16.1,16, ,29.33, ,94846,230, ,16, ,13,81,20, ,10.0,27.2, ,11, , ,68, , 
13,2015-08-14 16:00:00,20150814, , , ,24.0, ,30.07, , , , ,70, ,AA,2015-08-14 16:00:00, , ,SCT160 BKN250, , ,57,30.05, ,21.1,16, ,29.35, ,94846,270, ,16, ,10,87, , ,10.0,30.6, ,11, , ,75, , 
14,2015-08-15 16:00:00,20150815, , , ,22.2, ,30.09, , , , ,70, ,SP,2015-08-15 16:00:00, , ,FEW043 SCT065 BKN110, , ,82,M, ,21.1,16, ,29.37, ,94846,340, ,16, ,9,76, , ,10.0,24.4, ,11, , ,72, , 
15,2015-08-15 16:00:00,20150815,  T, , ,22.2, ,30.09, , , , ,69, ,AA,2015-08-15 16:00:00, , ,SCT055 SCT090 BKN150, , ,74,30.07, ,20.6,16, ,29.37, ,94846,000, ,16, ,0,78, , ,10.0,25.6, ,11, , ,72, , 
16,2015-08-16 16:00:00,20150816, , , ,21.9, ,30.03, , , , ,64, ,AA,2015-08-16 16:00:00, , ,FEW250, , ,48,30.01, ,17.8,16, ,29.31, ,94846,210, ,16, ,15,86,22, ,10.0,30.0, ,11, , ,71, , 
17,2015-08-17 16:00:00,20150817, , , ,22.0, ,29.96, , , , ,68, ,AA,2015-08-17 16:00:00, , ,FEW075 SCT140 BKN220, , ,69,29.94, ,20.0,16, ,29.24, ,94846,210, ,16, ,6,79, , ,10.0,26.1, ,11, , ,72, , 
18,2015-08-18 16:00:00,20150818, , , ,22.5, ,29.72, , , , ,69, ,AA,2015-08-18 16:00:00, , ,SCT033 BKN220 OVC250, , ,69,29.70, ,20.6,16, ,29.0, ,94846,160, ,16, ,15,80, , ,10.0,26.7, ,11, , ,73, , 
19,2015-08-19 16:00:00,20150819, , , ,17.0, ,29.7, , , , ,58, ,AA,2015-08-19 16:00:00, , ,SCT038 BKN150 OVC250, , ,66,29.69, ,14.4,16, ,28.98, ,94846,260, ,16, ,15,70,23, ,10.0,21.1, ,11, , ,63, , 
20,2015-08-20 16:00:00,20150820, , , ,15.2, ,29.92, , , , ,49, ,AA,2015-08-20 16:00:00, , ,SCT060, , ,43,29.92, ,9.4,16, ,29.2, ,94846,250, ,16, ,17,73,25, ,10.0,22.8, ,11, , ,59, , 
21,2015-08-21 16:00:00,20150821, , , ,18.9, ,30.05, , , , ,57, ,AA,2015-08-21 16:00:00, , ,FEW055 SCT090, , ,44,30.04, ,13.9,16, ,29.33, ,94846,210, ,16, ,10,81, , ,10.0,27.2, ,11, , ,66, , 
